p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
3.66E-56,-0.894240095,0.41,0.405,1.11E-51,plasma_cells,CTGF
3.87E-56,0.374594955,0.494,0.173,1.17E-51,plasma_cells,SRPR
5.07E-56,-0.563786406,0.451,0.45,1.53E-51,plasma_cells,LGALS3
5.46E-56,-0.368398036,0.539,0.442,1.65E-51,plasma_cells,DSTN
8.60E-56,-0.417482585,0.835,0.742,2.60E-51,plasma_cells,RPL30
8.76E-56,-0.502406714,0.782,0.725,2.65E-51,plasma_cells,AHNAK
8.85E-56,0.768070314,0.767,0.397,2.67E-51,plasma_cells,HSPA5
1.03E-55,-0.296297394,0.62,0.494,3.10E-51,plasma_cells,PDIA3
1.15E-55,-0.736213523,0.397,0.476,3.47E-51,plasma_cells,CAPZB
1.38E-55,-0.413445082,0.489,0.361,4.16E-51,plasma_cells,RPS27
1.47E-55,0.502383836,0.671,0.285,4.45E-51,plasma_cells,TRAM1
2.71E-55,0.378977096,0.289,0.055,8.18E-51,plasma_cells,HSPA13
2.85E-55,0.392004228,0.223,0.025,8.60E-51,plasma_cells,GNG7
3.48E-55,-0.53709949,0.557,0.532,1.05E-50,plasma_cells,CCNI
3.63E-55,1.283525572,0.218,0.039,1.10E-50,plasma_cells,GUSBP11
4.27E-55,-0.800731608,0.299,0.28,1.29E-50,plasma_cells,PTGDS
5.02E-55,-0.707328171,0.694,0.656,1.52E-50,plasma_cells,CFD
6.15E-55,0.628334872,0.868,0.507,1.86E-50,plasma_cells,RRBP1
6.38E-55,-0.482518562,0.539,0.485,1.93E-50,plasma_cells,ANXA5
6.66E-55,0.361971872,0.367,0.099,2.01E-50,plasma_cells,MBNL2
7.36E-55,0.352881371,0.395,0.116,2.22E-50,plasma_cells,SRPRB
7.78E-55,0.295540659,0.337,0.092,2.35E-50,plasma_cells,CCDC167
7.84E-55,-1.023033429,0.985,0.971,2.37E-50,plasma_cells,PRG4
1.56E-54,0.31475966,0.197,0.027,4.71E-50,plasma_cells,RASGRP3
1.57E-54,-0.616804014,0.385,0.346,4.73E-50,plasma_cells,VCAM1
2.18E-54,0.78551003,0.597,0.232,6.57E-50,plasma_cells,H1FX
2.37E-54,-0.351255939,0.299,0.195,7.17E-50,plasma_cells,GMFG
2.65E-54,-0.737702708,0.38,0.445,8.01E-50,plasma_cells,DST
2.69E-54,-0.301149582,0.858,0.708,8.13E-50,plasma_cells,RPL23
2.78E-54,-0.781860112,0.658,0.648,8.41E-50,plasma_cells,CTSB
3.93E-54,-0.604038259,0.349,0.259,1.19E-49,plasma_cells,GPR183
4.54E-54,-0.457696004,0.613,0.509,1.37E-49,plasma_cells,RPS27A
5.20E-54,-0.462059283,0.79,0.701,1.57E-49,plasma_cells,SAT1
5.32E-54,0.371797773,0.405,0.12,1.61E-49,plasma_cells,GNL3
6.58E-54,0.535386737,0.197,0.017,1.99E-49,plasma_cells,PTP4A3
1.27E-53,-0.802664657,0.273,0.351,3.85E-49,plasma_cells,ENAH
1.55E-53,0.420356298,0.82,0.439,4.69E-49,plasma_cells,SEC62
2.26E-53,-0.409214308,0.757,0.646,6.84E-49,plasma_cells,RPS23
2.41E-53,-0.658945247,0.597,0.617,7.27E-49,plasma_cells,CFL1
3.59E-53,0.336118372,0.322,0.081,1.08E-48,plasma_cells,MLKL
4.17E-53,-0.480551297,0.891,0.832,1.26E-48,plasma_cells,RPL34
4.45E-53,-0.775438057,0.653,0.605,1.34E-48,plasma_cells,EGR1
5.91E-53,0.252327208,0.309,0.084,1.78E-48,plasma_cells,IDH2
6.94E-53,-0.393145568,0.744,0.636,2.10E-48,plasma_cells,RPL31
7.00E-53,-0.317084029,0.286,0.156,2.11E-48,plasma_cells,FCGR2B
9.97E-53,-0.482092155,0.276,0.211,3.01E-48,plasma_cells,ARHGAP30
1.11E-52,-0.953793818,0.357,0.359,3.36E-48,plasma_cells,TRBC2
1.69E-52,-0.322270689,0.554,0.396,5.12E-48,plasma_cells,TMEM66
2.16E-52,-0.802048757,0.423,0.469,6.53E-48,plasma_cells,LRRFIP1
2.23E-52,0.288343826,0.722,0.383,6.72E-48,plasma_cells,HDLBP
4.08E-52,-0.585069389,0.408,0.414,1.23E-47,plasma_cells,S100A11
4.32E-52,0.389984331,0.271,0.053,1.31E-47,plasma_cells,BCL2L11
4.43E-52,-0.322658055,0.532,0.409,1.34E-47,plasma_cells,CNBP
4.46E-52,-0.519758814,0.486,0.43,1.35E-47,plasma_cells,IFI6
4.79E-52,-0.602591536,0.638,0.633,1.45E-47,plasma_cells,PRRC2C
5.43E-52,-0.662563486,0.357,0.369,1.64E-47,plasma_cells,MEG3
5.86E-52,-0.275473054,0.603,0.464,1.77E-47,plasma_cells,COX6C
5.99E-52,-1.176892314,0.552,0.565,1.81E-47,plasma_cells,COL1A1
6.56E-52,-0.863568378,0.344,0.337,1.98E-47,plasma_cells,VCAN
7.23E-52,-0.288628496,0.539,0.39,2.18E-47,plasma_cells,TCF4
1.07E-51,-0.646521938,0.448,0.467,3.23E-47,plasma_cells,FUS
1.61E-51,0.652892342,0.38,0.091,4.87E-47,plasma_cells,ITGA6
1.61E-51,0.457258152,0.744,0.371,4.88E-47,plasma_cells,NUCB2
1.78E-51,-0.368165305,0.704,0.593,5.37E-47,plasma_cells,LUC7L3
1.88E-51,-0.586975304,0.549,0.54,5.68E-47,plasma_cells,ZC3H13
1.90E-51,0.824389207,0.813,0.483,5.74E-47,plasma_cells,RGS1
2.18E-51,-1.204373713,0.22,0.286,6.57E-47,plasma_cells,IL32
4.19E-51,-0.380532729,0.727,0.66,1.26E-46,plasma_cells,H3F3B
5.02E-51,-0.785730231,0.306,0.327,1.52E-46,plasma_cells,ITGB2
8.81E-51,-0.404294118,0.534,0.43,2.66E-46,plasma_cells,CLK1
8.85E-51,0.289624424,0.147,0.01,2.67E-46,plasma_cells,E2F5
9.56E-51,-0.317827784,0.744,0.602,2.89E-46,plasma_cells,PNISR
1.12E-50,-1.022266003,0.185,0.241,3.37E-46,plasma_cells,TRAC
1.44E-50,-0.662274963,0.438,0.32,4.35E-46,plasma_cells,MARCO
1.49E-50,-0.619226864,0.473,0.419,4.49E-46,plasma_cells,LAPTM5
1.62E-50,0.321090475,0.344,0.098,4.89E-46,plasma_cells,MARS
1.65E-50,-0.356950667,0.213,0.136,4.98E-46,plasma_cells,ITGAL
1.75E-50,-0.282417574,0.554,0.435,5.29E-46,plasma_cells,ALDOA
2.14E-50,-0.437909856,0.737,0.642,6.46E-46,plasma_cells,CALM1
2.64E-50,-0.336244244,0.42,0.285,7.98E-46,plasma_cells,VAMP8
3.43E-50,-0.391094569,0.499,0.394,1.04E-45,plasma_cells,GLTSCR2
3.60E-50,-0.45677726,0.522,0.429,1.09E-45,plasma_cells,AKAP13
4.47E-50,-0.371062055,0.516,0.421,1.35E-45,plasma_cells,OPTN
5.12E-50,0.3380265,0.456,0.164,1.55E-45,plasma_cells,UFM1
5.38E-50,0.261249987,0.299,0.08,1.63E-45,plasma_cells,ICAM2
5.51E-50,0.268193918,0.572,0.258,1.67E-45,plasma_cells,SSR2
7.91E-50,0.250494372,0.114,0.004,2.39E-45,plasma_cells,DDI1
8.94E-50,0.298982045,0.468,0.178,2.70E-45,plasma_cells,SIL1
9.44E-50,0.341017571,0.261,0.052,2.85E-45,plasma_cells,ERN1
9.74E-50,-0.428644268,0.694,0.597,2.94E-45,plasma_cells,EIF4G2
1.07E-49,-0.344245691,0.456,0.354,3.23E-45,plasma_cells,BST2
1.25E-49,-0.473443037,0.496,0.382,3.78E-45,plasma_cells,GADD45B
1.37E-49,-0.252731475,0.754,0.576,4.14E-45,plasma_cells,RPL36
1.44E-49,-0.408630637,0.777,0.688,4.36E-45,plasma_cells,RPS20
1.46E-49,0.454831091,0.276,0.049,4.40E-45,plasma_cells,DENND5B
1.76E-49,-0.624611392,0.347,0.356,5.33E-45,plasma_cells,SNED1
1.82E-49,-0.457116032,0.504,0.406,5.49E-45,plasma_cells,ZFAND5
2.25E-49,-0.833985524,0.286,0.334,6.78E-45,plasma_cells,COTL1
2.73E-49,0.424911438,0.106,0.002,8.25E-45,plasma_cells,HIST1H2BG
4.10E-49,0.379823158,0.291,0.062,1.24E-44,plasma_cells,ST6GALNAC4
4.23E-49,-0.382829057,0.696,0.595,1.28E-44,plasma_cells,CIRBP
4.71E-49,-0.334337576,0.716,0.588,1.42E-44,plasma_cells,SON
5.41E-49,-0.444753871,0.519,0.427,1.64E-44,plasma_cells,MGEA5
6.59E-49,-0.579761266,0.443,0.419,1.99E-44,plasma_cells,NFKBIZ
1.05E-48,-0.747017772,0.322,0.362,3.17E-44,plasma_cells,COL5A2
1.12E-48,-0.841904295,0.266,0.39,3.37E-44,plasma_cells,ZEB2
1.23E-48,0.297792597,0.567,0.252,3.71E-44,plasma_cells,DNAJB11
1.44E-48,-0.300995218,0.57,0.415,4.34E-44,plasma_cells,ARGLU1
1.55E-48,0.392573405,0.534,0.213,4.69E-44,plasma_cells,ZBTB38
1.57E-48,-0.799835916,0.258,0.358,4.74E-44,plasma_cells,CFH
2.17E-48,-0.634858687,0.385,0.316,6.55E-44,plasma_cells,AEBP1
2.18E-48,-0.671387075,0.372,0.35,6.58E-44,plasma_cells,WISP2
2.56E-48,-0.334590078,0.643,0.506,7.73E-44,plasma_cells,TAPBP
3.01E-48,-0.74113374,0.658,0.616,9.08E-44,plasma_cells,CTSD
4.38E-48,-0.453333845,0.241,0.184,1.32E-43,plasma_cells,CD37
4.53E-48,-1.033131975,0.248,0.276,1.37E-43,plasma_cells,CD69
7.34E-48,-0.312842491,0.651,0.509,2.22E-43,plasma_cells,RBM39
8.21E-48,-1.076151278,0.271,0.235,2.48E-43,plasma_cells,CCL4
8.63E-48,-0.495153709,0.481,0.428,2.61E-43,plasma_cells,PNRC1
9.61E-48,-0.584451039,0.582,0.561,2.90E-43,plasma_cells,CD44
1.01E-47,0.397368256,0.132,0.007,3.06E-43,plasma_cells,KIAA0125
1.07E-47,-0.425134554,0.797,0.651,3.23E-43,plasma_cells,MT-RNR1
1.20E-47,-0.666998008,0.4,0.405,3.64E-43,plasma_cells,MYL12A
1.54E-47,-0.402443213,0.425,0.34,4.66E-43,plasma_cells,LMO4
1.88E-47,-0.403996647,0.506,0.395,5.68E-43,plasma_cells,GPX1
2.38E-47,-0.436675969,0.641,0.582,7.20E-43,plasma_cells,SRSF11
2.67E-47,-0.391971193,0.83,0.743,8.08E-43,plasma_cells,RPL38
2.76E-47,-0.37299747,1,0.999,8.33E-43,plasma_cells,B2M
3.03E-47,-0.359774256,0.701,0.568,9.14E-43,plasma_cells,ARPC2
3.05E-47,-0.292481585,0.608,0.438,9.22E-43,plasma_cells,PRPF38B
3.47E-47,-0.406283633,0.448,0.383,1.05E-42,plasma_cells,SOD1
3.81E-47,0.353672193,0.395,0.127,1.15E-42,plasma_cells,NME1
5.04E-47,-0.427030277,0.324,0.221,1.52E-42,plasma_cells,KIAA1551
5.61E-47,-0.549113781,0.463,0.452,1.69E-42,plasma_cells,DDX24
6.44E-47,-0.328288177,0.813,0.703,1.95E-42,plasma_cells,NCL
7.35E-47,-0.451385338,0.468,0.388,2.22E-42,plasma_cells,KMT2E
1.06E-46,0.253682602,0.129,0.011,3.21E-42,plasma_cells,RGS13
1.06E-46,-0.258054435,0.701,0.532,3.22E-42,plasma_cells,RPS25
1.11E-46,-0.386688989,0.544,0.482,3.36E-42,plasma_cells,SRP14
1.18E-46,-0.694917435,0.38,0.346,3.56E-42,plasma_cells,DPT
1.45E-46,0.306596919,0.271,0.063,4.37E-42,plasma_cells,TCF3
1.67E-46,-0.683951863,0.281,0.336,5.05E-42,plasma_cells,SCARA5
1.72E-46,-0.252149154,0.742,0.581,5.19E-42,plasma_cells,DDX17
1.78E-46,-0.506439341,0.251,0.197,5.39E-42,plasma_cells,ACAP1
1.96E-46,-0.421315533,0.408,0.328,5.91E-42,plasma_cells,CAP1
2.01E-46,0.28636018,0.544,0.243,6.08E-42,plasma_cells,TMED10
2.11E-46,-0.584740016,0.585,0.501,6.38E-42,plasma_cells,BTN3A2
2.17E-46,-0.444647361,0.663,0.593,6.55E-42,plasma_cells,RPL39
2.52E-46,-0.838064961,0.256,0.322,7.62E-42,plasma_cells,SAMHD1
3.92E-46,-1.04035722,0.23,0.228,1.18E-41,plasma_cells,IL7R
4.82E-46,-0.390403252,0.625,0.613,1.46E-41,plasma_cells,HSP90AB1
5.07E-46,-0.465548185,0.504,0.409,1.53E-41,plasma_cells,RGCC
5.79E-46,-0.447343866,0.565,0.511,1.75E-41,plasma_cells,ENO1
5.93E-46,-0.746497028,0.362,0.381,1.79E-41,plasma_cells,SEPP1
6.49E-46,-0.630197734,0.316,0.242,1.96E-41,plasma_cells,CHI3L1
7.42E-46,-0.471455497,0.385,0.322,2.24E-41,plasma_cells,ERRFI1
8.67E-46,-0.786122927,0.438,0.388,2.62E-41,plasma_cells,CTSZ
8.80E-46,-0.569817274,0.327,0.24,2.66E-41,plasma_cells,STAB1
9.97E-46,-0.558130799,0.438,0.368,3.01E-41,plasma_cells,CD97
1.26E-45,-0.258173774,0.722,0.614,3.80E-41,plasma_cells,GAPDH
1.51E-45,0.332257103,0.415,0.145,4.56E-41,plasma_cells,ARFGAP3
1.51E-45,0.355252335,0.273,0.059,4.57E-41,plasma_cells,SLC1A4
1.60E-45,0.567893422,0.142,0.008,4.83E-41,plasma_cells,DNAAF1
1.60E-45,0.369863825,0.256,0.051,4.84E-41,plasma_cells,BHLHE41
2.45E-45,0.42290195,0.162,0.016,7.41E-41,plasma_cells,AC006129.4
3.31E-45,-0.39270897,0.843,0.75,1.00E-40,plasma_cells,RPS3
4.36E-45,0.309219728,0.661,0.332,1.32E-40,plasma_cells,CCDC88A
4.93E-45,-0.640119932,0.387,0.425,1.49E-40,plasma_cells,MYL12B
4.97E-45,0.257411156,0.494,0.213,1.50E-40,plasma_cells,CLINT1
5.05E-45,-0.702623143,0.405,0.453,1.52E-40,plasma_cells,RBPJ
5.19E-45,0.296466125,0.319,0.092,1.57E-40,plasma_cells,ZNF706
5.37E-45,-0.416356559,0.468,0.402,1.62E-40,plasma_cells,TOMM7
5.42E-45,-0.499439853,0.392,0.301,1.64E-40,plasma_cells,TYROBP
5.82E-45,0.303853276,0.562,0.257,1.76E-40,plasma_cells,KDELR1
6.17E-45,0.475965602,0.828,0.475,1.86E-40,plasma_cells,PPIB
8.48E-45,-1.297121592,0.296,0.298,2.56E-40,plasma_cells,CCL5
1.16E-44,0.4341564,0.699,0.349,3.52E-40,plasma_cells,PDIA6
1.21E-44,-0.419843273,0.585,0.497,3.66E-40,plasma_cells,ATRX
1.36E-44,0.337705374,0.704,0.367,4.10E-40,plasma_cells,GSTP1
1.49E-44,-0.483905622,0.777,0.692,4.49E-40,plasma_cells,ZFP36
1.74E-44,0.337855267,0.443,0.164,5.26E-40,plasma_cells,DNAJC3
1.91E-44,-0.437902983,0.997,0.991,5.77E-40,plasma_cells,HLA-B
2.86E-44,0.250466394,0.714,0.394,8.63E-40,plasma_cells,UQCRQ
2.91E-44,-0.250717031,0.856,0.708,8.78E-40,plasma_cells,OAZ1
3.53E-44,0.275921764,0.284,0.074,1.07E-39,plasma_cells,UBA5
4.16E-44,0.335102111,0.663,0.333,1.26E-39,plasma_cells,RPL36AL
4.77E-44,-0.275261538,0.314,0.207,1.44E-39,plasma_cells,HCLS1
5.34E-44,-0.591345358,0.392,0.432,1.61E-39,plasma_cells,ARL6IP5
5.41E-44,0.278113477,0.392,0.141,1.63E-39,plasma_cells,SLC44A1
5.90E-44,-0.546300156,0.347,0.372,1.78E-39,plasma_cells,LGALS3BP
6.58E-44,-0.762962363,0.253,0.342,1.99E-39,plasma_cells,LAMA4
7.50E-44,-0.82072529,0.215,0.204,2.26E-39,plasma_cells,LTB
8.55E-44,-0.537080996,0.559,0.512,2.58E-39,plasma_cells,EZR
8.71E-44,-0.633241822,0.228,0.204,2.63E-39,plasma_cells,SLA
9.81E-44,-0.330532399,0.757,0.628,2.96E-39,plasma_cells,RPL19
1.03E-43,-0.33096539,0.446,0.334,3.11E-39,plasma_cells,ILF3
1.05E-43,-0.379599707,0.828,0.727,3.18E-39,plasma_cells,RPL32
1.19E-43,-0.392550488,0.286,0.215,3.61E-39,plasma_cells,CD53
1.33E-43,-0.789422912,0.284,0.378,4.02E-39,plasma_cells,FLNA
1.75E-43,-0.468788143,0.41,0.354,5.29E-39,plasma_cells,ACTR2
1.80E-43,-0.331291766,0.529,0.421,5.45E-39,plasma_cells,HP1BP3
1.83E-43,-0.686059046,0.329,0.322,5.54E-39,plasma_cells,GLUL
2.20E-43,-0.53891953,0.461,0.441,6.65E-39,plasma_cells,GNAI2
2.28E-43,0.270972429,0.213,0.039,6.89E-39,plasma_cells,CISD2
2.77E-43,-0.293317776,0.514,0.392,8.36E-39,plasma_cells,RBM3
3.50E-43,-0.32700137,0.916,0.834,1.06E-38,plasma_cells,MYL6
3.52E-43,-0.270082058,0.747,0.63,1.06E-38,plasma_cells,RPS9
3.54E-43,-0.312817516,0.661,0.525,1.07E-38,plasma_cells,RPL14
7.83E-43,-0.603133713,0.306,0.328,2.37E-38,plasma_cells,APOL1
1.23E-42,-0.444089066,0.484,0.408,3.73E-38,plasma_cells,PNN
1.28E-42,-0.405186303,0.537,0.461,3.87E-38,plasma_cells,SFPQ
1.40E-42,0.29872201,0.205,0.037,4.24E-38,plasma_cells,HMCES
1.66E-42,-0.552798475,0.423,0.452,5.01E-38,plasma_cells,HSPB1
1.74E-42,0.298892845,0.377,0.131,5.27E-38,plasma_cells,RPL22L1
1.84E-42,0.443899486,0.463,0.169,5.56E-38,plasma_cells,TXNDC15
2.04E-42,-0.56179397,0.334,0.354,6.16E-38,plasma_cells,RAC1
2.42E-42,-0.318648455,0.625,0.498,7.32E-38,plasma_cells,RPL26
2.68E-42,-0.663379491,0.329,0.381,8.08E-38,plasma_cells,CEBPD
2.87E-42,0.323701141,0.246,0.055,8.67E-38,plasma_cells,ARID3A
3.01E-42,-0.625363784,0.284,0.332,9.09E-38,plasma_cells,GOLM1
3.26E-42,-0.569168712,0.382,0.36,9.85E-38,plasma_cells,WIPF1
3.40E-42,-0.848812986,0.213,0.345,1.03E-37,plasma_cells,CREB5
4.11E-42,-0.827990879,0.18,0.218,1.24E-37,plasma_cells,CD3D
4.41E-42,-0.458807117,0.377,0.34,1.33E-37,plasma_cells,SERINC1
5.58E-42,0.301925514,0.628,0.317,1.69E-37,plasma_cells,TMEM59
5.77E-42,-0.452561683,0.377,0.356,1.74E-37,plasma_cells,CD151
6.01E-42,-0.370672584,0.58,0.464,1.81E-37,plasma_cells,RNF213
6.79E-42,-0.368152451,0.319,0.233,2.05E-37,plasma_cells,CYTH1
7.00E-42,-0.270833948,0.57,0.441,2.11E-37,plasma_cells,SF3B1
8.47E-42,-0.532886005,0.342,0.361,2.56E-37,plasma_cells,PKM
8.59E-42,-0.664085338,0.278,0.354,2.59E-37,plasma_cells,EPB41L2
8.84E-42,0.283524376,0.456,0.186,2.67E-37,plasma_cells,SRP72
9.41E-42,-0.628156305,0.397,0.337,2.84E-37,plasma_cells,TNFAIP3
1.03E-41,-0.762294656,0.268,0.253,3.12E-37,plasma_cells,CYBB
1.08E-41,-0.77437789,0.747,0.767,3.27E-37,plasma_cells,TMSB4X
1.08E-41,-0.688520719,0.418,0.365,3.28E-37,plasma_cells,SGK1
1.09E-41,-0.309047907,0.484,0.359,3.29E-37,plasma_cells,N4BP2L2
1.14E-41,-0.554837083,0.433,0.406,3.45E-37,plasma_cells,MBNL1
1.18E-41,-0.598331901,0.241,0.283,3.56E-37,plasma_cells,C1GALT1
1.76E-41,-0.287537227,0.448,0.327,5.31E-37,plasma_cells,RTF1
1.86E-41,-0.412935184,0.385,0.333,5.61E-37,plasma_cells,PPP1CC
2.32E-41,-0.408912742,0.382,0.302,7.02E-37,plasma_cells,ITSN2
2.48E-41,-0.305358738,0.496,0.396,7.48E-37,plasma_cells,PPDPF
2.83E-41,0.285437404,0.481,0.206,8.56E-37,plasma_cells,TMED2
2.98E-41,-0.389971342,0.413,0.354,8.99E-37,plasma_cells,PIGT
3.79E-41,-0.695610244,0.319,0.318,1.15E-36,plasma_cells,NR4A2
3.87E-41,-0.572736802,0.286,0.246,1.17E-36,plasma_cells,ATP1B3
4.33E-41,-0.308730408,0.362,0.268,1.31E-36,plasma_cells,RPL9
4.62E-41,-0.529886086,0.286,0.303,1.40E-36,plasma_cells,ASPH
5.30E-41,0.267109842,0.147,0.016,1.60E-36,plasma_cells,SLC38A5
6.02E-41,-0.550037655,0.365,0.353,1.82E-36,plasma_cells,CD9
6.94E-41,-0.258380333,0.549,0.412,2.10E-36,plasma_cells,RPL10A
7.04E-41,-0.28187387,0.268,0.175,2.13E-36,plasma_cells,ARHGAP4
8.71E-41,-0.702338733,0.284,0.267,2.63E-36,plasma_cells,C3
9.92E-41,-0.657827032,0.271,0.263,3.00E-36,plasma_cells,HLA-DMB
1.02E-40,0.267764029,0.357,0.125,3.09E-36,plasma_cells,CHCHD10
1.21E-40,0.25558686,0.299,0.096,3.64E-36,plasma_cells,EDEM1
1.29E-40,-0.339212666,0.78,0.683,3.88E-36,plasma_cells,RPL37
1.46E-40,-0.276798073,0.605,0.448,4.43E-36,plasma_cells,KLF2
1.70E-40,-0.28461482,0.403,0.295,5.14E-36,plasma_cells,UBE2G2
1.93E-40,-0.611129133,0.425,0.467,5.84E-36,plasma_cells,CHD4
1.95E-40,0.266170432,0.316,0.101,5.89E-36,plasma_cells,EBAG9
2.64E-40,-0.256233688,0.815,0.694,7.99E-36,plasma_cells,UBA52
2.94E-40,-0.312344268,0.433,0.328,8.89E-36,plasma_cells,C19ORF43
2.98E-40,-0.357553485,0.403,0.341,9.00E-36,plasma_cells,CD164
3.04E-40,-0.355856581,0.863,0.757,9.17E-36,plasma_cells,PABPC1
3.09E-40,-0.488446297,0.435,0.406,9.33E-36,plasma_cells,PCBP2
3.43E-40,-0.568696038,0.866,0.817,1.04E-35,plasma_cells,DUSP1
4.08E-40,-0.798666555,0.418,0.532,1.23E-35,plasma_cells,ACTB
4.11E-40,-0.622498977,0.397,0.426,1.24E-35,plasma_cells,SCAF11
4.19E-40,-0.839642645,0.524,0.412,1.27E-35,plasma_cells,MMP1
4.67E-40,-0.349610816,0.423,0.317,1.41E-35,plasma_cells,HLA-DMA
5.09E-40,-0.639042866,0.289,0.331,1.54E-35,plasma_cells,KLF4
5.50E-40,-0.627516221,0.251,0.325,1.66E-35,plasma_cells,CFI
6.56E-40,-0.630991501,0.339,0.387,1.98E-35,plasma_cells,DPYSL2
6.76E-40,-0.465806488,0.309,0.245,2.04E-35,plasma_cells,HBEGF
8.31E-40,0.323283572,0.524,0.235,2.51E-35,plasma_cells,FNDC3B
8.63E-40,-0.469937898,0.456,0.422,2.61E-35,plasma_cells,TUBA1B
9.96E-40,-0.321910278,0.347,0.246,3.01E-35,plasma_cells,IRF1
1.02E-39,-0.358198583,0.238,0.168,3.10E-35,plasma_cells,PLEKHO1
1.63E-39,0.302490836,0.268,0.068,4.92E-35,plasma_cells,KRTCAP2
1.92E-39,0.314158695,0.461,0.19,5.80E-35,plasma_cells,SEC61A1
2.04E-39,-0.817113814,0.228,0.357,6.15E-35,plasma_cells,ADD3
2.19E-39,-0.271996599,0.815,0.704,6.62E-35,plasma_cells,GNB2L1
2.38E-39,-0.256263167,0.41,0.294,7.20E-35,plasma_cells,EIF4A2
2.47E-39,-0.505799241,0.403,0.379,7.48E-35,plasma_cells,STAT1
2.83E-39,-0.432841829,0.405,0.348,8.54E-35,plasma_cells,EHBP1L1
2.99E-39,-0.379759592,0.567,0.487,9.02E-35,plasma_cells,KTN1
3.04E-39,-0.302461784,0.18,0.113,9.18E-35,plasma_cells,TRAF3IP3
3.04E-39,-0.597765699,0.322,0.282,9.19E-35,plasma_cells,HLA-DQB1
3.49E-39,0.480737974,0.261,0.054,1.05E-34,plasma_cells,EIF2AK3
4.11E-39,-0.641482033,0.339,0.385,1.24E-34,plasma_cells,PLTP
4.29E-39,-0.449104154,0.278,0.199,1.30E-34,plasma_cells,DUSP2
4.98E-39,-0.296535688,0.504,0.377,1.50E-34,plasma_cells,CHD2
6.28E-39,-0.41463266,0.423,0.373,1.90E-34,plasma_cells,WSB1
6.41E-39,-0.450950592,0.19,0.158,1.94E-34,plasma_cells,AKNA
7.14E-39,-0.35047377,0.4,0.311,2.16E-34,plasma_cells,TRA2B
7.56E-39,-0.668210609,0.352,0.408,2.28E-34,plasma_cells,TAGLN2
8.97E-39,-0.66563919,0.309,0.359,2.71E-34,plasma_cells,CTNNB1
1.26E-38,-0.368819603,0.387,0.321,3.82E-34,plasma_cells,BTF3
1.40E-38,-0.378626864,0.446,0.384,4.22E-34,plasma_cells,CAPNS1
1.48E-38,-0.705770099,0.233,0.329,4.48E-34,plasma_cells,MRC2
1.58E-38,-0.393599719,0.572,0.481,4.77E-34,plasma_cells,NKTR
1.74E-38,-0.277029706,0.246,0.159,5.25E-34,plasma_cells,JAK3
1.76E-38,-1.00775642,0.187,0.294,5.31E-34,plasma_cells,ETS1
2.13E-38,-0.833841467,0.195,0.268,6.44E-34,plasma_cells,SLC2A3
2.24E-38,0.317711173,0.278,0.075,6.77E-34,plasma_cells,HYOU1
2.43E-38,-0.302139464,0.415,0.316,7.34E-34,plasma_cells,PCBP1
2.77E-38,-0.41657869,0.41,0.369,8.36E-34,plasma_cells,NUCB1
3.26E-38,-0.416509108,0.387,0.338,9.85E-34,plasma_cells,COMMD6
3.99E-38,-0.372468198,0.375,0.301,1.20E-33,plasma_cells,CD55
6.02E-38,-0.253643552,0.873,0.75,1.82E-33,plasma_cells,MT-ATP6
6.11E-38,-0.252760462,0.777,0.653,1.85E-33,plasma_cells,PFDN5
7.08E-38,0.393678208,0.39,0.138,2.14E-33,plasma_cells,MAPKAPK2
8.11E-38,-0.775665612,0.281,0.297,2.45E-33,plasma_cells,IGFBP5
9.07E-38,-0.32094877,0.456,0.352,2.74E-33,plasma_cells,SRRM1
1.00E-37,-0.668193666,0.359,0.363,3.03E-33,plasma_cells,GPNMB
1.05E-37,-0.698218044,0.243,0.302,3.16E-33,plasma_cells,CHD3
1.07E-37,-0.311496957,0.408,0.312,3.22E-33,plasma_cells,CCAR1
1.13E-37,-0.405433086,0.324,0.259,3.41E-33,plasma_cells,C11ORF96
1.19E-37,-0.381335064,0.392,0.325,3.60E-33,plasma_cells,UBE2D3
1.19E-37,-0.347844408,0.372,0.291,3.61E-33,plasma_cells,CIB1
1.21E-37,-0.665161432,0.243,0.308,3.65E-33,plasma_cells,COLEC12
1.38E-37,-0.31947656,0.19,0.129,4.16E-33,plasma_cells,EMB
1.41E-37,-0.626608774,0.286,0.353,4.26E-33,plasma_cells,LIMA1
1.50E-37,-0.518203208,0.273,0.272,4.52E-33,plasma_cells,RARRES3
1.70E-37,-0.588589785,0.256,0.271,5.15E-33,plasma_cells,SERPINF1
1.89E-37,-0.324785312,0.433,0.338,5.72E-33,plasma_cells,ATP5EP2
1.93E-37,-0.643469912,0.243,0.291,5.84E-33,plasma_cells,PRSS23
2.17E-37,0.38008527,0.8,0.488,6.54E-33,plasma_cells,MTDH
2.20E-37,-0.878240384,0.256,0.417,6.64E-33,plasma_cells,XAF1
2.64E-37,-0.503856374,0.306,0.225,7.97E-33,plasma_cells,CD163
3.35E-37,-0.389981741,0.337,0.271,1.01E-32,plasma_cells,TNFRSF14
3.82E-37,-0.521486314,0.359,0.366,1.15E-32,plasma_cells,HNRNPA1
6.02E-37,-0.367940325,0.385,0.286,1.82E-32,plasma_cells,FNBP1
6.22E-37,-0.450236107,0.362,0.34,1.88E-32,plasma_cells,CTSA
